Year,Facility ID,Hospital Name,Hospital County,Hospital Region,IQI Code,IQI Value,Total Cases,Numerator,Observed Rate,Expected Rate,Risk Adjusted Rate,Lower 95CI RAR,Upper 95CI RAR,Compare to State,Compare to National
2012,1638,NORTH SHORE UN HSP FOREST HIL,Queens,SI/Queens,IQI16,Heart Failure Mortality Rate,317,16,50.47,34.57,62.46,35.7,101.43,NS,NS
2012,1638,NORTH SHORE UN HSP FOREST HIL,Queens,SI/Queens,IQI21,"Cesarean Delivery Rate, Uncomplicated",2192,653,297.9,,,,,,
2012,1638,NORTH SHORE UN HSP FOREST HIL,Queens,SI/Queens,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,56,13,232.14,119.51,130.14,69.3,222.55,Above,Above
2012,1638,NORTH SHORE UN HSP FOREST HIL,Queens,SI/Queens,IQI23,Laparoscopic Cholecystectomy Rate,179,154,860.34,,,,,,
2012,1638,NORTH SHORE UN HSP FOREST HIL,Queens,SI/Queens,IQI19,Hip Fracture Mortality Rate,123,5,40.65,31.96,37.5,12.18,87.51,NS,NS
2012,1638,NORTH SHORE UN HSP FOREST HIL,Queens,SI/Queens,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",373,69,184.99,,,,,,
2012,1638,NORTH SHORE UN HSP FOREST HIL,Queens,SI/Queens,IQI18,Gastrointestinal Hemorrhage Mortality Rate,321,5,15.58,19.84,21.39,6.95,49.93,NS,NS
2012,1638,NORTH SHORE UN HSP FOREST HIL,Queens,SI/Queens,IQI14,Hip Replacement Mortality Rate,67,0,0,0.6,0,0,6.23,NS,NS
2012,1638,NORTH SHORE UN HSP FOREST HIL,Queens,SI/Queens,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",407,73,179.36,,,,,,
2012,1638,NORTH SHORE UN HSP FOREST HIL,Queens,SI/Queens,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",55,12,218.18,115.74,138.96,71.8,242.74,NS,NS
2012,1638,NORTH SHORE UN HSP FOREST HIL,Queens,SI/Queens,IQI24,Incidental Appendectomy in the Elderly Rate,183,0,0,,,,,,
2012,1638,NORTH SHORE UN HSP FOREST HIL,Queens,SI/Queens,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",1819,349,191.86,,,,,,
2012,1638,NORTH SHORE UN HSP FOREST HIL,Queens,SI/Queens,IQI20,Pneumonia Mortality Rate,574,32,55.75,47.33,53.97,36.92,76.2,NS,NS
2012,1639,MOUNT SINAI HOSPITALITAL - MOUNT SINAI HOSPITALITAL OF QUEENS,Queens,SI/Queens,IQI24,Incidental Appendectomy in the Elderly Rate,140,0,0,,,,,,
2012,1639,MOUNT SINAI HOSPITALITAL - MOUNT SINAI HOSPITALITAL OF QUEENS,Queens,SI/Queens,IQI18,Gastrointestinal Hemorrhage Mortality Rate,244,5,20.49,23.14,24.13,7.84,56.32,NS,NS
2012,1639,MOUNT SINAI HOSPITALITAL - MOUNT SINAI HOSPITALITAL OF QUEENS,Queens,SI/Queens,IQI19,Hip Fracture Mortality Rate,99,1,10.1,21.75,13.69,0.35,76.29,NS,NS
2012,1639,MOUNT SINAI HOSPITALITAL - MOUNT SINAI HOSPITALITAL OF QUEENS,Queens,SI/Queens,IQI20,Pneumonia Mortality Rate,349,22,63.04,47.87,60.34,37.82,91.36,NS,NS
2012,1639,MOUNT SINAI HOSPITALITAL - MOUNT SINAI HOSPITALITAL OF QUEENS,Queens,SI/Queens,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",50,6,120,127.92,69.15,25.38,150.51,NS,NS
2012,1639,MOUNT SINAI HOSPITALITAL - MOUNT SINAI HOSPITALITAL OF QUEENS,Queens,SI/Queens,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,50,6,120,128.95,62.35,22.88,135.71,NS,NS
2012,1639,MOUNT SINAI HOSPITALITAL - MOUNT SINAI HOSPITALITAL OF QUEENS,Queens,SI/Queens,IQI16,Heart Failure Mortality Rate,350,11,31.43,33.56,40.07,20,71.69,NS,NS
2012,1639,MOUNT SINAI HOSPITALITAL - MOUNT SINAI HOSPITALITAL OF QUEENS,Queens,SI/Queens,IQI23,Laparoscopic Cholecystectomy Rate,160,153,956.25,,,,,,
2012,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",298,63,211.41,,,,,,
2012,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI20,Pneumonia Mortality Rate,144,4,27.78,29.42,43.26,11.79,110.77,NS,NS
2012,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",1596,244,152.88,,,,,,
2012,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",348,72,206.9,,,,,,
2012,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI21,"Cesarean Delivery Rate, Uncomplicated",1894,479,252.9,,,,,,
2012,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI18,Gastrointestinal Hemorrhage Mortality Rate,94,4,42.55,33.71,34.4,9.37,88.07,NS,NS
2012,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",60,8,133.33,97.06,101.26,43.72,199.52,NS,NS
2012,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI16,Heart Failure Mortality Rate,237,5,21.1,19.67,45.88,14.9,107.06,NS,NS
2012,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,60,8,133.33,97.22,91.89,39.67,181.06,NS,NS
2012,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI23,Laparoscopic Cholecystectomy Rate,115,106,921.74,,,,,,
2012,1692,WOODHULL MED & MNTL HLTH CTR,Kings,Kings,IQI24,Incidental Appendectomy in the Elderly Rate,43,1,23.26,,,,,,
2012,1737,STATEN ISLAND UNIVERSITY HOSPITAL-SOUTH,Richmond,SI/Queens,IQI18,Gastrointestinal Hemorrhage Mortality Rate,87,4,45.98,18.87,66.4,18.09,170,NS,NS
2012,1737,STATEN ISLAND UNIVERSITY HOSPITAL-SOUTH,Richmond,SI/Queens,IQI24,Incidental Appendectomy in the Elderly Rate,51,1,19.61,,,,,,
2012,1737,STATEN ISLAND UNIVERSITY HOSPITAL-SOUTH,Richmond,SI/Queens,IQI20,Pneumonia Mortality Rate,175,11,62.86,25.48,113.04,56.43,202.26,Above,Above
2012,1737,STATEN ISLAND UNIVERSITY HOSPITAL-SOUTH,Richmond,SI/Queens,IQI23,Laparoscopic Cholecystectomy Rate,79,75,949.37,,,,,,
2012,1737,STATEN ISLAND UNIVERSITY HOSPITAL-SOUTH,Richmond,SI/Queens,IQI19,Hip Fracture Mortality Rate,35,0,0,41.92,0,0,2.58,Below,Below
2012,1737,STATEN ISLAND UNIVERSITY HOSPITAL-SOUTH,Richmond,SI/Queens,IQI16,Heart Failure Mortality Rate,105,5,47.62,30.35,67.11,21.79,156.62,NS,NS
2012,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",600,28,46.67,,,,,,
2012,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",508,24,47.24,,,,,,
2012,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",56,9,160.71,102.08,116.06,53.07,220.32,NS,NS
2012,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI20,Pneumonia Mortality Rate,271,19,70.11,42.31,75.93,45.72,118.58,NS,NS
2012,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI16,Heart Failure Mortality Rate,269,12,44.61,26.93,70.87,36.62,123.8,NS,NS
2012,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI23,Laparoscopic Cholecystectomy Rate,93,70,752.69,,,,,,
2012,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",1949,467,239.61,,,,,,
2012,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI19,Hip Fracture Mortality Rate,59,2,33.9,23.79,42.01,5.09,151.76,NS,NS
2012,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI14,Hip Replacement Mortality Rate,56,1,17.86,0.67,27,0.68,150.44,NS,NS
2012,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI24,Incidental Appendectomy in the Elderly Rate,114,2,17.54,,,,,,
2012,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI18,Gastrointestinal Hemorrhage Mortality Rate,209,6,28.71,23.77,32.91,12.08,71.63,NS,NS
2012,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI25,Bilateral Cardiac Catheterization Rate,119,0,0,,,,,,
2012,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,56,9,160.71,101.81,105.76,48.36,200.77,NS,NS
2012,1738,RICHMOND UNIVERSITY MEDICAL CENTER,Richmond,SI/Queens,IQI21,"Cesarean Delivery Rate, Uncomplicated",2457,951,387.06,,,,,,
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI19,Hip Fracture Mortality Rate,210,7,33.33,30.86,31.84,12.8,65.61,NS,NS
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI31,Carotid Endarterectomy Mortality Rate,88,0,0,4.84,0,0,3.28,Below,Below
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI14,Hip Replacement Mortality Rate,113,1,8.85,0.87,10.27,0.26,57.22,NS,NS
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",2245,231,102.9,,,,,,
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI21,"Cesarean Delivery Rate, Uncomplicated",2582,498,192.87,,,,,,
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI11D,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Unruptured Endovascular,42,0,0,25.14,0,0,1.27,Below,Below
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI16,Heart Failure Mortality Rate,538,36,66.91,31.72,90.23,63.19,124.91,Above,Above
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI24,Incidental Appendectomy in the Elderly Rate,278,3,10.79,,,,,,
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",520,42,80.77,55.77,106.76,76.95,144.31,Above,Above
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI20,Pneumonia Mortality Rate,332,12,36.14,37.99,43.61,22.53,76.17,NS,NS
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",337,70,207.72,,,,,,
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,534,43,80.52,56.84,94.92,68.69,127.86,Above,Above
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI25,Bilateral Cardiac Catheterization Rate,1549,6,3.87,,,,,,
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI18,Gastrointestinal Hemorrhage Mortality Rate,437,11,25.17,19.13,35.86,17.9,64.16,NS,NS
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI11,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate,50,2,40,49.31,34.57,4.19,124.89,NS,NS
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI13,Craniotomy Mortality Rate,98,8,81.63,92.72,48.09,20.76,94.76,NS,NS
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI23,Laparoscopic Cholecystectomy Rate,224,213,950.89,,,,,,
2012,1740,STATEN ISLAND UNIVERSITY HOSPITAL-NORTH,Richmond,SI/Queens,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",375,77,205.33,,,,,,
2012,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI31,Carotid Endarterectomy Mortality Rate,30,0,0,4.11,0,0,3.87,Below,Below
2012,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI14,Hip Replacement Mortality Rate,168,0,0,0.56,0,0,6.67,NS,NS
2012,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",2797,492,175.9,,,,,,
2012,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI24,Incidental Appendectomy in the Elderly Rate,256,9,35.16,,,,,,
2012,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",706,137,194.05,,,,,,
2012,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,415,21,50.6,52.72,64.3,39.8,98.29,NS,NS
2012,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",347,17,48.99,55.61,64.94,37.83,103.98,NS,NS
2012,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI20,Pneumonia Mortality Rate,418,19,45.45,37.18,56.02,33.73,87.49,NS,NS
2012,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI23,Laparoscopic Cholecystectomy Rate,135,123,911.11,,,,,,
2012,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI19,Hip Fracture Mortality Rate,92,0,0,29.26,0,0,3.7,Below,Below
2012,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",606,128,211.22,,,,,,
2012,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI18,Gastrointestinal Hemorrhage Mortality Rate,453,9,19.87,26.04,20.79,9.51,39.46,NS,NS
2012,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI21,"Cesarean Delivery Rate, Uncomplicated",3403,970,285.04,,,,,,
2012,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI16,Heart Failure Mortality Rate,1012,32,31.62,29.67,45.59,31.19,64.36,NS,NS
2012,3058,MONTEFIORE MEDICAL CENTER,Bronx,Bronx,IQI25,Bilateral Cardiac Catheterization Rate,912,14,15.35,,,,,,
2012,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",504,33,65.48,,,,,,
2012,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI18,Gastrointestinal Hemorrhage Mortality Rate,344,6,17.44,21.61,21.99,8.07,47.87,NS,NS
2012,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",459,30,65.36,,,,,,
2012,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",1803,359,199.11,,,,,,
2012,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI25,Bilateral Cardiac Catheterization Rate,68,0,0,,,,,,
2012,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI20,Pneumonia Mortality Rate,489,22,44.99,45.14,45.67,28.62,69.15,NS,NS
2012,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,120,23,191.67,136.62,94,59.59,141.04,NS,NS
2012,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI14,Hip Replacement Mortality Rate,350,0,0,1.06,0,0,3.52,NS,NS
2012,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI16,Heart Failure Mortality Rate,475,33,69.47,40.61,73.18,50.37,102.77,Above,Above
2012,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",118,23,194.92,136.97,104.9,66.5,157.41,NS,NS
2012,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI23,Laparoscopic Cholecystectomy Rate,167,145,868.26,,,,,,
2012,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI24,Incidental Appendectomy in the Elderly Rate,353,4,11.33,,,,,,
2012,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI21,"Cesarean Delivery Rate, Uncomplicated",2262,788,348.36,,,,,,
2012,3067,MILLARD FILLMORE SUBURBAN HOSPITALITAL,Erie,Western NY,IQI19,Hip Fracture Mortality Rate,231,5,21.65,27.72,23.02,7.47,53.71,NS,NS
2012,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI18,Gastrointestinal Hemorrhage Mortality Rate,158,4,25.32,30.36,22.72,6.19,58.18,NS,NS
2012,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI21,"Cesarean Delivery Rate, Uncomplicated",2018,711,352.33,,,,,,
2012,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI20,Pneumonia Mortality Rate,250,7,28,49.9,25.71,10.34,52.98,NS,NS
2012,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",1653,372,225.05,,,,,,
2012,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI19,Hip Fracture Mortality Rate,56,1,17.86,31.98,16.46,0.42,91.71,NS,NS
2012,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI24,Incidental Appendectomy in the Elderly Rate,89,1,11.24,,,,,,
2012,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",365,26,71.23,,,,,,
2012,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI23,Laparoscopic Cholecystectomy Rate,166,162,975.9,,,,,,
2012,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI16,Heart Failure Mortality Rate,371,10,26.95,38.98,29.58,14.19,54.4,NS,NS
2012,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",48,6,125,120.9,76.21,27.97,165.89,NS,NS
2012,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",381,27,70.87,,,,,,
2012,3975,NEW YORK PRESBYTERIAN,Manhattan,Manhattan,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,53,6,113.21,122.17,62.08,22.78,135.13,NS,NS
2012,9250,THE BURDETT CARE CENTER,Rensselaer,Captal/Adiron,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",178,30,168.54,,,,,,
2012,9250,THE BURDETT CARE CENTER,Rensselaer,Captal/Adiron,IQI21,"Cesarean Delivery Rate, Uncomplicated",1041,274,263.21,,,,,,
2012,9250,THE BURDETT CARE CENTER,Rensselaer,Captal/Adiron,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",863,126,146,,,,,,
2012,9250,THE BURDETT CARE CENTER,Rensselaer,Captal/Adiron,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",192,32,166.67,,,,,,
2011,0,Statewide,,,IQI16,Heart Failure Mortality Rate,60330,2648,43.89,,,,,,
2011,0,National,,,IQI24,Incidental Appendectomy in the Elderly Rate,,,10.93,,,,,,
2011,0,Statewide,,,IQI24,Incidental Appendectomy in the Elderly Rate,25106,170,6.77,,,,,,
2011,0,Statewide,,,IQI25,Bilateral Cardiac Catheterization Rate,64358,815,12.66,,,,,,
2011,0,National,,,IQI09,Pancreatic Resection Mortality Rate,,,34.03,,,,,,
2011,0,Statewide,,,IQI09,Pancreatic Resection Mortality Rate,1302,35,26.88,,,,,,
2011,0,National,,,IQI09A,Pancreatic Resection Mortality Rate with Pancreatic Cancer Dx,,,38.74,,,,,,
2011,0,Statewide,,,IQI09A,Pancreatic Resection Mortality Rate with Pancreatic Cancer Dx,722,18,24.93,,,,,,
2011,0,National,,,IQI08,Esophageal Resection Mortality Rate,,,50.06,,,,,,
2011,0,National,,,IQI09B,Pancreatic Resection Mortality Rate without Pancreatic Cancer Dx,,,27.37,,,,,,
2011,0,Statewide,,,IQI09B,Pancreatic Resection Mortality Rate without Pancreatic Cancer Dx,580,17,29.31,,,,,,
2011,0,National,,,IQI11,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate,,,41.23,,,,,,
2011,0,Statewide,,,IQI11,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate,2344,104,44.37,,,,,,
2011,0,Statewide,,,IQI21,"Cesarean Delivery Rate, Uncomplicated",207228,63111,304.55,,,,,,
2011,0,National,,,IQI20,Pneumonia Mortality Rate,,,40.22,,,,,,
2011,0,Statewide,,,IQI20,Pneumonia Mortality Rate,51128,2435,47.63,,,,,,
2011,0,National,,,IQI11A,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Ruptured Open,,,374.17,,,,,,
2011,0,Statewide,,,IQI11A,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Ruptured Open,99,43,434.34,,,,,,
2011,0,National,,,IQI11B,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Unruptured Open,,,46.82,,,,,,
2011,0,Statewide,,,IQI11B,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Unruptured Open,326,13,39.88,,,,,,
2011,0,National,,,IQI11C,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Ruptured Endovascular,,,235.21,,,,,,
2011,0,Statewide,,,IQI11C,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Ruptured Endovascular,105,29,276.19,,,,,,
2011,0,National,,,IQI11D,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Unruptured Endovascular,,,8.25,,,,,,
2011,0,Statewide,,,IQI11D,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate - Unruptured Endovascular,1820,19,10.44,,,,,,
2011,0,Statewide,,,IQI13,Craniotomy Mortality Rate,9477,493,52.02,,,,,,
2011,0,National,,,IQI13,Craniotomy Mortality Rate,,,57.01,,,,,,
2011,0,Statewide,,,IQI23,Laparoscopic Cholecystectomy Rate,18453,15847,858.78,,,,,,
2011,0,National,,,IQI23,Laparoscopic Cholecystectomy Rate,,,843.81,,,,,,
2011,0,National,,,IQI25,Bilateral Cardiac Catheterization Rate,,,14.12,,,,,,
2011,0,National,,,IQI16,Heart Failure Mortality Rate,,,33.3,,,,,,
2011,0,National,,,IQI18,Gastrointestinal Hemorrhage Mortality Rate,,,24.12,,,,,,
2011,0,National,,,IQI14,Hip Replacement Mortality Rate,,,0.95,,,,,,
2011,0,Statewide,,,IQI14,Hip Replacement Mortality Rate,17848,15,0.84,,,,,,
2011,0,Statewide,,,IQI18,Gastrointestinal Hemorrhage Mortality Rate,32227,972,30.16,,,,,,
2011,0,Statewide,,,IQI19,Hip Fracture Mortality Rate,14145,492,34.78,,,,,,
2011,0,Statewide,,,IQI08,Esophageal Resection Mortality Rate,353,26,73.65,,,,,,
2011,0,Statewide,,,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",22597,1708,75.59,,,,,,
2011,0,National,,,IQI31,Carotid Endarterectomy Mortality Rate,,,4.01,,,,,,
2011,0,Statewide,,,IQI31,Carotid Endarterectomy Mortality Rate,4402,17,3.86,,,,,,
2011,0,National,,,IQI32,"Acute Myocardial Infarction (AMI) Mortality Rate, Without Transfer Cases",,,63.95,,,,,,
2011,0,Statewide,,,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",172920,33275,192.43,,,,,,
2011,0,National,,,IQI33,"Primary Cesarean Delivery Rate, Uncomplicated",,,179.47,,,,,,
2011,0,National,,,IQI19,Hip Fracture Mortality Rate,,,27.8,,,,,,
2011,0,National,,,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,,,60.69,,,,,,
2011,0,Statewide,,,IQI15,Acute Myocardial Infarction (AMI) Mortality Rate,30096,2013,66.89,,,,,,
2011,0,National,,,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",,,89.95,,,,,,
2011,0,Statewide,,,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",39137,4919,125.69,,,,,,
2011,0,National,,,IQI21,"Cesarean Delivery Rate, Uncomplicated",,,300.06,,,,,,
2011,0,Statewide,,,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",34308,4472,130.35,,,,,,
2011,0,National,,,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",,,90.57,,,,,,
2011,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI22,"Vaginal Birth After Cesarean (VBAC) Delivery Rate, Uncomplicated",272,30,110.29,,,,,,
2011,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI11,Abdominal Aortic Aneurysm (AAA) Repair Mortality Rate,208,9,43.27,50.34,38.14,17.44,72.4,NS,NS
2011,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI34,"Vaginal Birth After Cesarean (VBAC) Rate, All",369,36,97.56,,,,,,
2011,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI19,Hip Fracture Mortality Rate,92,5,54.35,43.33,43.63,14.17,101.82,NS,NS
2011,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI16,Heart Failure Mortality Rate,376,18,47.87,32.84,63.98,37.92,101.11,NS,NS
2011,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI20,Pneumonia Mortality Rate,271,6,22.14,25.48,41.39,15.19,90.08,NS,NS
2011,1,ALBANY MEDICAL CENTER,Albany,Captal/Adiron,IQI14,Hip Replacement Mortality Rate,214,0,0,0.93,0,0,3.3,NS,NS
